player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,region,league,zscore
exa,T1A,"['omen', 'gekko', 'deadlock']",296,0.98,198.9,1.0,71.0,133.9,0.74,0.24,0.08,0.13,29.0,19.0,amer,challengers,0.018749173817639003
Noia,SR,"['cypher', 'killjoy', 'omen']",436,0.98,186.6,0.98,67.0,126.5,0.67,0.23,0.07,0.1,26.0,16.0,amer,gc,-4.040048902301513
Nora,SOL,"['harbor', 'omen', 'viper']",316,0.98,193.1,1.0,76.0,126.8,0.67,0.37,0.1,0.08,31.0,23.0,amer,gc,4.633820927778999
gucc107,WVU,"['omen', 'clove', 'brimstone']",247,0.98,204.0,0.9400000000000001,68.0,131.1,0.73,0.36,0.09,0.08,27.0,19.0,amer,challengers,1.368270064236843
sabooboo,RF.GC,"['omen', 'brimstone']",229,0.98,187.9,0.9500000000000001,77.0,119.7,0.66,0.44,0.07,0.11,23.0,21.0,amer,gc,0.7340698906299801
trent,G2,"['sova', 'gekko', 'fade']",525,0.98,190.4,0.91,72.0,129.5,0.64,0.38,0.08,0.1,25.0,16.0,amer,international,-1.165200960973321
Zellsis,SEN,"['breach', 'viper', 'brimstone']",531,0.98,174.0,0.9500000000000001,73.0,110.8,0.61,0.39,0.05,0.09,22.0,13.0,amer,international,-4.6336908152366885
Boni,Burg,"['breach', 'kayo', 'jett']",598,0.98,197.0,0.97,69.0,128.3,0.7000000000000001,0.34,0.15,0.14,27.0,12.0,amer,challengers,-0.7415037951024681
RetrQ,Burg,"['raze', 'jett', 'clove']",554,0.98,217.4,0.99,68.0,144.8,0.74,0.25,0.13,0.12,26.0,13.0,amer,challengers,0.6365426475168401
Slandy,RF.GC,"['breach', 'skye', 'gekko']",302,0.97,162.2,0.87,68.0,106.9,0.59,0.37,0.04,0.05,25.0,15.0,amer,gc,-6.121079711297868
mummAy,FAIM,"['omen', 'viper', 'astra']",438,0.97,163.5,0.97,73.0,107.6,0.61,0.38,0.03,0.06,29.0,13.0,amer,challengers,-3.397372664892884
Sacy,SEN,"['fade', 'skye', 'sova']",531,0.97,180.0,0.87,73.0,123.8,0.59,0.41000000000000003,0.07,0.1,24.0,16.0,amer,international,-2.813080899566358
eyan,ROSE,"['sova', 'clove', 'skye']",290,0.97,199.1,0.86,67.0,135.2,0.67,0.41000000000000003,0.06,0.08,36.0,10.0,amer,challengers,-0.025347718999742003
Elab0rate,SOL,"['killjoy', 'deadlock', 'cypher']",316,0.96,185.6,1.0,68.0,124.0,0.68,0.16,0.11,0.11,32.0,19.0,amer,gc,-1.94091987178386
Nino,RA,"['sova', 'breach', 'viper']",260,0.96,189.2,0.87,67.0,128.4,0.66,0.27,0.04,0.06,29.0,8.0,amer,challengers,-4.694258935365967
Momiji,FOE,"['sova', 'gekko', 'fade']",502,0.96,191.9,0.9400000000000001,70.0,123.8,0.66,0.31,0.08,0.08,28.0,16.0,amer,challengers,-1.2478833138865801
Bobbert,SEN,"['clove', 'omen', 'astra']",267,0.96,194.9,0.91,72.0,131.4,0.71,0.45,0.06,0.09,22.0,14.0,amer,challengers,-0.311618138390837
neT,M80,"['killjoy', 'cypher', 'viper']",896,0.96,182.2,1.01,70.0,122.1,0.65,0.17,0.08,0.08,32.0,15.0,amer,challengers,-2.469733850022337
sym,TSM,"['neon', 'reyna', 'jett']",766,0.96,224.6,1.0,68.0,147.3,0.8,0.2,0.21,0.2,29.0,22.0,amer,challengers,3.436186427809387
aproto,TSM,"['cypher', 'kayo', 'deadlock']",692,0.96,172.7,0.96,72.0,115.2,0.63,0.23,0.05,0.05,36.0,16.0,amer,challengers,-1.5302098361495249
andrew,RESO,"['neon', 'raze', 'yoru']",234,0.96,195.8,1.0,69.0,131.5,0.72,0.12,0.12,0.13,28.0,9.0,amer,challengers,-3.710475067651083
dapr,SEN,"['cypher', 'viper', 'killjoy']",332,0.96,182.3,0.96,74.0,122.1,0.65,0.27,0.1,0.09,24.0,21.0,amer,international,-0.8699715691370741
silenx,WU,"['viper', 'omen', 'brimstone']",424,0.96,192.7,0.9500000000000001,70.0,127.1,0.68,0.31,0.08,0.11,32.0,32.0,amer,challengers,2.348023676713148
BcJ,M80,"['sova', 'gekko', 'fade']",896,0.96,186.9,0.96,75.0,122.4,0.64,0.34,0.08,0.09,20.0,20.0,amer,challengers,-1.173551830536678
lazy,(+1),"['iso', 'raze', 'killjoy']",223,0.96,227.4,0.92,66.0,151.6,0.77,0.17,0.18,0.19,27.0,30.0,amer,challengers,2.439731092197232
sonder,FLY.R,"['gekko', 'clove', 'deadlock']",544,0.96,201.6,0.98,74.0,128.6,0.71,0.4,0.12,0.1,23.0,16.0,amer,gc,2.150867628244588
canezera,TOR,"['neon', 'raze', 'yoru']",397,0.96,242.4,0.98,70.0,152.9,0.8300000000000001,0.24,0.21,0.17,28.0,8.0,amer,challengers,4.033582975024962
Tillo,spec,"['cypher', 'sova', 'gekko']",659,0.96,185.3,0.9,69.0,132.5,0.63,0.29,0.06,0.09,25.0,11.0,amer,challengers,-4.569785847161069
zeek,Blue,"['breach', 'gekko', 'omen']",595,0.9500000000000001,177.1,0.89,74.0,111.9,0.6000000000000001,0.55,0.05,0.07,24.0,15.0,amer,challengers,-1.273602626436271
OXY,C9,"['jett', 'raze', 'reyna']",214,0.9500000000000001,230.9,0.96,69.0,152.2,0.8,0.15,0.16,0.2,27.0,11.0,amer,international,-0.362092469625085
Vital,Six,"['sova', 'fade', 'breach']",200,0.9500000000000001,170.4,0.85,72.0,117.4,0.59,0.4,0.05,0.08,28.0,3.0,amer,challengers,-5.744694186800646
bdog,DZ,"['breach', 'brimstone', 'jett']",341,0.9500000000000001,186.5,0.93,70.0,121.0,0.66,0.31,0.09,0.13,25.0,18.0,amer,challengers,-3.272026872313557
zerona,Fish,"['fade', 'breach', 'viper']",344,0.9500000000000001,197.4,0.92,71.0,135.6,0.68,0.31,0.08,0.11,29.0,20.0,amer,challengers,0.34255068406286704
car,AxS,"['raze', 'jett', 'yoru']",264,0.9400000000000001,206.7,0.9500000000000001,66.0,143.0,0.72,0.21,0.19,0.17,23.0,9.0,amer,challengers,-2.9614560734001163
moose,C9,"['killjoy', 'cypher']",214,0.9400000000000001,170.2,0.92,64.0,115.0,0.61,0.1,0.1,0.07,26.0,18.0,amer,international,-7.389267859350603
icy,G2,"['jett', 'raze', 'yoru']",525,0.9400000000000001,193.0,0.9500000000000001,70.0,131.1,0.6900000000000001,0.2,0.12,0.14,25.0,15.0,amer,international,-3.179689953197392
Drone,DB,"['breach', 'deadlock', 'sova']",260,0.9400000000000001,185.8,0.9,67.0,126.3,0.67,0.26,0.06,0.05,43.0,21.0,amer,challengers,1.585716851803604
Will,YFP,"['breach', 'deadlock', 'gekko']",220,0.9400000000000001,173.7,0.89,73.0,111.1,0.61,0.37,0.06,0.08,21.0,13.0,amer,challengers,-5.034320441915662
cavern,MOBAP,"['gekko', 'skye', 'sova']",483,0.9400000000000001,195.1,0.92,71.0,127.4,0.65,0.37,0.06,0.1,21.0,12.0,amer,challengers,-3.470705916989515
katsumi,Burg,"['omen', 'viper', 'brimstone']",376,0.9400000000000001,195.6,0.9,72.0,124.8,0.67,0.32,0.08,0.1,36.0,13.0,amer,challengers,0.17586469338076502
Agr0,BZK,"['breach', 'sova', 'fade']",352,0.9400000000000001,204.2,0.89,65.0,137.2,0.72,0.29,0.07,0.11,35.0,15.0,amer,challengers,-0.807660942625666
benjii,FOE,"['cypher', 'killjoy', 'jett']",555,0.93,183.9,0.91,68.0,125.1,0.64,0.21,0.08,0.08,25.0,17.0,amer,challengers,-4.365676059613845
jas0n,LS,"['raze', 'sage', 'omen']",571,0.93,198.0,0.9400000000000001,68.0,129.2,0.68,0.19,0.15,0.16,25.0,19.0,amer,challengers,-3.067588512131982
chloric,FOE,"['raze', 'sova', 'viper']",288,0.92,191.9,0.9400000000000001,69.0,129.8,0.65,0.22,0.06,0.11,19.0,10.0,amer,challengers,-6.899181206015651
cuz,ROSE,"['jett', 'neon', 'raze']",240,0.92,212.8,0.96,69.0,141.2,0.75,0.15,0.16,0.15,24.0,10.0,amer,challengers,-2.03440109798081
kook,ABG,"['yoru', 'jett', 'reyna']",272,0.92,197.3,0.89,62.0,131.2,0.73,0.16,0.11,0.21,27.0,22.0,amer,challengers,-6.33784679427585
zaj,ASTA,"['jett', 'reyna', 'raze']",267,0.92,216.1,0.9,64.0,148.9,0.74,0.18,0.09,0.15,33.0,29.0,amer,challengers,0.72021989731416
A77,WVU,"['sova', 'killjoy', 'cypher']",246,0.91,188.6,0.89,67.0,125.9,0.65,0.22,0.07,0.08,26.0,10.0,amer,challengers,-5.617055739547786
monSi,BLIN,"['sova', 'fade', 'gekko']",476,0.91,166.5,0.89,72.0,105.5,0.58,0.35000000000000003,0.06,0.09,24.0,20.0,amer,challengers,-5.020812476138958
Vixtur,DXG,"['breach', 'harbor', 'sova']",223,0.91,185.0,0.79,66.0,124.6,0.62,0.32,0.05,0.08,21.0,9.0,amer,challengers,-7.884798568682016
oderus,MxS,"['deadlock', 'cypher', 'killjoy']",253,0.91,165.4,0.92,68.0,112.5,0.61,0.21,0.06,0.1,35.0,18.0,amer,challengers,-5.100356530952105
dip,SAD,"['sova', 'gekko', 'skye']",378,0.91,173.2,0.85,69.0,116.5,0.5700000000000001,0.33,0.05,0.07,25.0,15.0,amer,challengers,-5.869411144254138
Xeppaa,C9,"['gekko', 'skye', 'kayo']",214,0.91,175.9,0.78,74.0,121.1,0.5700000000000001,0.39,0.05,0.07,27.0,29.0,amer,international,-0.700234413827689
James,TLP,"['sova', 'skye', 'breach']",290,0.9,166.8,0.81,74.0,108.3,0.58,0.46,0.07,0.07,22.0,14.0,amer,challengers,-4.166114625656377
Toskri,GRID,"['omen', 'iso', 'brimstone']",209,0.9,177.8,0.84,65.0,114.6,0.62,0.24,0.06,0.07,31.0,38.0,amer,challengers,-1.706024871233951
SUPERKAT,PAW,"['sova', 'raze', 'cypher']",295,0.9,174.6,0.89,69.0,118.1,0.63,0.19,0.16,0.17,31.0,9.0,amer,gc,-6.221660285627714
rise,FLOP,"['omen', 'kayo', 'cypher']",202,0.9,170.3,0.87,70.0,116.4,0.61,0.36,0.05,0.06,22.0,10.0,amer,challengers,-5.9790591985993125
Jerk,WU,"['killjoy', 'cypher', 'fade']",220,0.89,177.4,0.8200000000000001,68.0,115.8,0.5700000000000001,0.25,0.05,0.05,21.0,11.0,amer,challengers,-8.339846783315801
Polkan,IluZ,"['skye', 'breach', 'omen']",483,0.89,170.9,0.84,71.0,110.1,0.59,0.43,0.07,0.09,36.0,9.0,amer,challengers,-3.105994232944245
Add3r,DZ,"['cypher', 'sage', 'killjoy']",378,0.89,187.1,0.91,68.0,122.9,0.66,0.19,0.08,0.12,34.0,13.0,amer,challengers,-4.261801474074421
PepegaPig,DawN,"['jett', 'killjoy', 'viper']",216,0.88,189.8,0.9400000000000001,69.0,120.6,0.6900000000000001,0.23,0.09,0.1,23.0,18.0,amer,challengers,-3.587967649465205
In0X,WVU,"['kayo', 'harbor', 'breach']",201,0.88,179.6,0.79,69.0,120.2,0.6000000000000001,0.4,0.06,0.12,31.0,19.0,amer,challengers,-3.61108556141206
ZachaREEE,CB,"['neon', 'raze']",260,0.88,198.9,0.85,67.0,133.6,0.66,0.22,0.14,0.15,23.0,17.0,amer,challengers,-4.369012052454745
marceline,SOL,"['reyna', 'raze', 'jett']",316,0.87,203.6,0.9400000000000001,64.0,136.3,0.73,0.11,0.17,0.16,30.0,12.0,amer,gc,-3.512015846688111
Matt,Burg,"['breach', 'gekko', 'viper']",616,0.87,163.3,0.81,69.0,109.0,0.5700000000000001,0.29,0.06,0.12,24.0,17.0,amer,challengers,-8.74423595073689
jjasonl,Thug,"['breach', 'kayo', 'sova']",238,0.87,186.1,0.72,65.0,121.5,0.59,0.39,0.11,0.11,23.0,14.0,amer,challengers,-6.33062832855094
infiltrator,WU,"['jett', 'neon', 'raze']",220,0.87,208.6,0.88,60.0,136.7,0.72,0.18,0.16,0.21,27.0,8.0,amer,challengers,-7.246342515343825
Nick,TLP,"['omen', 'astra', 'brimstone']",290,0.87,157.4,0.8,72.0,100.4,0.5700000000000001,0.4,0.03,0.07,31.0,12.0,amer,challengers,-6.117335714854257
Recoil,OREG,"['viper', 'cypher', 'omen']",292,0.86,163.7,0.8200000000000001,72.0,104.6,0.59,0.33,0.05,0.06,32.0,11.0,amer,challengers,-5.161285089949612
Awkua,MFC,"['breach', 'cypher', 'killjoy']",342,0.86,180.1,0.8300000000000001,70.0,115.3,0.63,0.36,0.09,0.13,22.0,17.0,amer,challengers,-5.370503868535736
riv,RF.GC,"['killjoy', 'gekko', 'cypher']",387,0.86,162.6,0.78,72.0,102.8,0.56,0.33,0.07,0.1,26.0,24.0,amer,gc,-5.6208381367097235
wedid,DZ,"['omen', 'viper', 'clove']",212,0.86,190.1,0.81,71.0,125.8,0.64,0.35000000000000003,0.08,0.1,26.0,,amer,challengers,-2.940978486627397
qwq,(+1),"['raze', 'jett', 'viper']",259,0.86,194.6,0.9,63.0,133.1,0.71,0.15,0.18,0.19,23.0,24.0,amer,challengers,-4.46902391706208
vanity,C9,"['omen', 'viper']",214,0.86,171.9,0.8200000000000001,65.0,115.0,0.6000000000000001,0.29,0.09,0.14,21.0,11.0,amer,international,-10.208165008688237
lucas,MFC,"['sova', 'breach', 'skye']",459,0.85,161.5,0.76,73.0,100.7,0.54,0.45,0.05,0.08,22.0,20.0,amer,challengers,-5.9810812640366064
Manny,DXG,"['gekko', 'skye', 'neon']",223,0.85,188.8,0.76,64.0,120.2,0.62,0.26,0.14,0.12,28.0,15.0,amer,challengers,-5.7687501052006915
ZukØ,Boom,"['sova', 'skye', 'omen']",223,0.85,174.8,0.74,66.0,121.3,0.59,0.28,0.07,0.09,25.0,15.0,amer,challengers,-7.646884921748798
POISED,TSM,"['breach', 'killjoy', 'skye']",692,0.85,162.2,0.8200000000000001,73.0,106.4,0.5700000000000001,0.36,0.06,0.09,28.0,14.0,amer,challengers,-5.628121986994867
habibti,MESO,"['jett', 'chamber', 'sage']",302,0.85,185.5,0.84,61.0,124.3,0.65,0.21,0.11,0.13,30.0,10.0,amer,gc,-7.6685293764657
sambae,Wook,"['sova', 'killjoy', 'skye']",267,0.85,173.2,0.81,65.0,113.1,0.59,0.27,0.04,0.06,41.0,8.0,amer,challengers,-5.793044362154037
devy,(+2),"['raze', 'jett', 'reyna']",234,0.85,209.0,0.9,66.0,138.2,0.73,0.15,0.2,0.19,27.0,19.0,amer,challengers,-1.8172124285990692
Dinxx,WVU,"['neon', 'jett', 'raze']",268,0.85,191.0,0.89,67.0,128.0,0.66,0.19,0.17,0.19,25.0,13.0,amer,challengers,-5.879617436146555
toozy,FOE,"['omen', 'deadlock', 'viper']",451,0.84,162.2,0.76,73.0,109.2,0.54,0.39,0.05,0.09,26.0,16.0,amer,challengers,-6.232793606065015
oranges,Red,"['deadlock', 'cypher', 'killjoy']",230,0.84,185.3,0.8300000000000001,73.0,124.9,0.67,0.30000000000000004,0.09,0.14,21.0,3.0,amer,gc,-6.92645713483344
sherb,Laze,"['cypher', 'killjoy', 'gekko']",324,0.84,171.2,0.8,66.0,115.2,0.6000000000000001,0.17,0.07,0.09,25.0,14.0,amer,challengers,-9.247384526854464
lyrical,(+3),"['breach', 'neon', 'viper']",230,0.8300000000000001,187.7,0.75,60.0,128.0,0.63,0.26,0.09,0.12,23.0,9.0,amer,challengers,-9.900187834169964
fiziq,YFP,"['sova', 'breach', 'skye']",336,0.8300000000000001,167.6,0.76,71.0,110.6,0.54,0.33,0.1,0.09,21.0,7.0,amer,challengers,-8.727098114109582
Dagr1s,GenZ,"['jett', 'raze', 'neon']",335,0.8200000000000001,187.0,0.84,66.0,121.9,0.66,0.14,0.11,0.18,25.0,14.0,amer,challengers,-8.915087794282785
zekei,FFE,"['jett', 'raze', 'neon']",430,0.81,184.5,0.8,63.0,123.3,0.63,0.2,0.13,0.18,19.0,21.0,amer,challengers,-9.264926740793713
Aero,AWAK,"['brimstone', 'omen', 'viper']",297,0.81,164.2,0.77,63.0,112.5,0.59,0.22,0.06,0.1,36.0,13.0,amer,challengers,-8.631280407475705
flyuh,MxS,"['cypher', 'breach', 'viper']",253,0.8,158.0,0.77,75.0,103.6,0.54,0.46,0.06,0.14,24.0,6.0,amer,challengers,-8.760719663963151
Boostio,100T,"['gekko', 'killjoy', 'cypher']",318,0.8,178.9,0.77,67.0,124.6,0.59,0.26,0.09,0.12,22.0,10.0,amer,international,-8.893685170514704
RIZEU,YDZ,"['breach', 'omen', 'brimstone']",299,0.79,171.6,0.6900000000000001,74.0,112.3,0.54,0.52,0.06,0.11,22.0,10.0,amer,challengers,-6.500756191661524
Booey,(+4),"['clove', 'omen', 'sova']",238,0.79,165.7,0.73,61.0,112.2,0.59,0.27,0.06,0.05,20.0,3.0,amer,challengers,-12.835532459457538
taiga,SEN,"['killjoy', 'deadlock', 'raze']",292,0.79,179.1,0.79,63.0,120.0,0.61,0.24,0.1,0.13,20.0,,amer,international,-9.848110720341811
riku,NSIC,"['fade', 'clove', 'cypher']",319,0.78,190.7,0.77,63.0,124.0,0.66,0.23,0.1,0.13,20.0,5.0,amer,challengers,-10.467663319182776
Spook,New,"['killjoy', 'viper', 'omen']",218,0.77,161.9,0.77,61.0,105.9,0.59,0.18,0.05,0.09,23.0,15.0,amer,challengers,-12.828353256223666
casuaL,(+5),"['gekko', 'fade', 'viper']",386,0.77,155.9,0.7000000000000001,63.0,105.7,0.53,0.34,0.04,0.11,29.0,6.0,amer,challengers,-12.954810424979096
Battison,Van,"['jett', 'raze', 'gekko']",214,0.77,196.6,0.74,57.0,132.2,0.65,0.16,0.14,0.18,25.0,6.0,amer,gc,-11.719682982226873
Nahsie,WU,"['clove', 'breach', 'gekko']",279,0.76,179.8,0.73,64.0,113.5,0.6000000000000001,0.35000000000000003,0.07,0.08,24.0,21.0,amer,challengers,-6.447880006275528
MOCKING,Ions,"['sova', 'fade', 'gekko']",234,0.76,143.5,0.67,69.0,97.8,0.48,0.29,0.06,0.09,20.0,9.0,amer,challengers,-14.224212153135014
richie,Thug,"['killjoy', 'cypher', 'deadlock']",267,0.76,155.5,0.73,61.0,108.3,0.5700000000000001,0.14,0.07,0.07,28.0,15.0,amer,challengers,-11.812510971285153
exile,ASTA,"['killjoy', 'sova', 'raze']",267,0.75,155.2,0.6900000000000001,55.0,105.4,0.55,0.13,0.08,0.09,34.0,6.0,amer,challengers,-15.125753102568687
runi,C9,"['breach', 'viper', 'sova']",214,0.75,151.3,0.68,67.0,101.4,0.51,0.27,0.05,0.07,32.0,6.0,amer,international,-11.528418770381634
Aniemal,Wild,"['omen', 'cypher', 'killjoy']",334,0.74,153.9,0.6900000000000001,63.0,107.4,0.53,0.2,0.07,0.07,22.0,14.0,amer,gc,-12.951863527330115
VantiK,DXG,"['omen', 'viper', 'cypher']",223,0.73,151.8,0.71,67.0,101.9,0.56,0.24,0.06,0.08,32.0,9.0,amer,challengers,-10.4607604392978
Pyro,AOE,"['omen', 'viper', 'fade']",329,0.72,166.0,0.64,62.0,111.3,0.53,0.29,0.09,0.16,19.0,13.0,amer,challengers,-14.594644069816415
Shifty,244.0,['omen'],244,0.6900000000000001,149.8,0.64,61.0,96.6,0.53,0.36,0.07,0.11,26.0,16.0,amer,challengers,-5.378904814438117
Racoone,(+4),"['cypher', 'killjoy', 'kayo']",201,0.68,153.5,0.61,62.0,98.7,0.49,0.31,0.06,0.13,11.0,8.0,amer,challengers,-19.198689976839866
Precision,DB,"['cypher', 'fade', 'breach']",260,0.66,139.1,0.61,63.0,93.3,0.48,0.29,0.05,0.08,31.0,9.0,amer,challengers,-14.483296053436117
SexyChristian,meow,"['breach', 'kayo', 'skye']",205,0.55,126.3,0.52,63.0,85.8,0.42,0.32,0.04,0.06,29.0,,amer,challengers,-15.784712783349308
miNt,FL.GC,"['raze', 'jett']",328,1.31,287.9,1.4100000000000001,74.0,182.8,1.03,0.17,0.26,0.17,37.0,24.0,ap,gc,20.78112954028561
SyouTa,FL,"['raze', 'jett', 'viper']",295,1.12,224.4,1.22,72.0,144.9,0.85,0.18,0.14,0.11,31.0,11.0,ap,challengers,5.7509330955567695
Caedye,RID,"['sova', 'raze', 'gekko']",349,1.11,231.7,1.17,78.0,142.9,0.8200000000000001,0.26,0.13,0.09,32.0,21.0,ap,challengers,10.338009437001205
CLZ,FL,"['sage', 'kayo', 'breach']",295,1.1,190.9,1.05,77.0,133.0,0.68,0.38,0.07,0.09,29.0,31.0,ap,challengers,5.890679018837652
HakuNa,RIG.L,"['viper', 'killjoy', 'cypher']",233,1.09,206.1,1.09,68.0,136.9,0.73,0.15,0.07,0.06,24.0,21.0,ap,gc,0.145380391412438
Xdll,FL,"['fade', 'sova', 'sage']",295,1.08,230.9,1.13,74.0,152.8,0.8200000000000001,0.29,0.12,0.1,27.0,25.0,ap,challengers,8.988513683356922
YamzzI,FL.GC,"['omen', 'gekko']",328,1.06,184.9,1.03,75.0,122.2,0.68,0.45,0.07,0.05,29.0,25.0,ap,gc,5.033270171780225
Seoldam,RID,"['jett', 'gekko', 'cypher']",349,1.06,226.0,1.16,73.0,139.2,0.81,0.2,0.17,0.13,24.0,8.0,ap,challengers,3.050175420660978
Aace,349.0,"['omen', 'viper', 'brimstone']",349,1.04,190.1,1.1,75.0,122.5,0.72,0.33,0.04,0.06,30.0,25.0,ap,challengers,14.572464359162742
romia,FL.GC,"['cypher', 'killjoy', 'sova']",328,1.04,198.6,1.11,70.0,133.3,0.74,0.18,0.08,0.07,30.0,19.0,ap,gc,1.7368788159490252
JoXJo,RID,"['kayo', 'skye', 'fade']",349,1.01,190.6,0.97,76.0,121.0,0.66,0.39,0.07,0.07,29.0,22.0,ap,challengers,2.8688877695803043
yatsuka,RID,"['killjoy', 'omen', 'viper']",349,0.98,187.1,1.06,73.0,123.4,0.71,0.22,0.09,0.08,34.0,23.0,ap,challengers,2.707738335913747
R4M,233.0,"['brimstone', 'omen', 'viper']",233,0.98,197.9,0.92,75.0,127.9,0.6900000000000001,0.4,0.08,0.1,22.0,19.0,ap,gc,7.817994323012061
maripo,RIG.L,"['skye', 'sova', 'fade']",233,0.97,191.9,0.9400000000000001,70.0,133.7,0.7000000000000001,0.31,0.06,0.09,20.0,21.0,ap,gc,-1.702129150730012
Curumi,FL.GC,"['breach', 'kayo', 'viper']",328,0.9500000000000001,187.9,0.89,72.0,120.9,0.63,0.5,0.06,0.07,19.0,11.0,ap,gc,-2.571664295548562
TENNN,FL,"['cypher', 'killjoy', 'viper']",295,0.9500000000000001,180.1,1.02,70.0,120.1,0.71,0.18,0.09,0.09,40.0,12.0,ap,challengers,-0.5388424993794361
Zodiac,233.0,"['raze', 'jett', 'neon']",233,0.9500000000000001,222.5,0.93,69.0,155.1,0.75,0.22,0.18,0.15,22.0,22.0,ap,gc,9.399194297004449
GON,FL,"['omen', 'brimstone']",295,0.92,165.4,0.9400000000000001,73.0,101.6,0.62,0.33,0.05,0.09,33.0,13.0,ap,challengers,-3.952303914197728
PingSong,FL.GC,"['fade', 'sova', 'skye']",328,0.9,178.4,0.86,74.0,116.1,0.61,0.36,0.09,0.07,26.0,17.0,ap,gc,-1.601343626778722
HANE,RIG.L,"['gekko', 'kayo', 'breach']",233,0.85,186.5,0.8200000000000001,73.0,123.3,0.65,0.43,0.09,0.11,32.0,8.0,ap,gc,-1.391527041424418
aNNja,NSR.I,['jett'],224,1.25,282.1,1.28,73.0,181.8,0.99,0.18,0.21,0.17,37.0,5.0,emea,gc,13.931689157029322
Avez,NASR,"['killjoy', 'cypher', 'fade']",215,1.17,227.3,1.17,69.0,152.1,0.8200000000000001,0.18,0.1,0.07,35.0,12.0,emea,challengers,5.961725268083039
SimonD4rk,R8,"['reyna', 'raze', 'yoru']",473,1.15,250.6,1.18,71.0,167.5,0.86,0.25,0.15,0.16,18.0,13.0,emea,challengers,5.276120679811099
Akai,FLC,"['raze', 'neon', 'jett']",277,1.1400000000000001,248.5,1.2,67.0,165.4,0.88,0.13,0.17,0.21,26.0,21.0,emea,challengers,5.076383815248696
sickrey,R8,"['gekko', 'skye', 'sova']",492,1.13,198.6,1.13,74.0,134.0,0.71,0.39,0.05,0.05,30.0,13.0,emea,challengers,4.119709735204459
Moh,TU,"['omen', 'brimstone', 'chamber']",529,1.08,204.6,1.07,73.0,139.5,0.74,0.30000000000000004,0.1,0.07,31.0,8.0,emea,challengers,3.266391746643652
7ssk7,NASR,"['breach', 'phoenix', 'skye']",215,1.06,190.1,0.93,76.0,122.2,0.65,0.47000000000000003,0.08,0.06,35.0,8.0,emea,challengers,2.819104469516604
Fighter,TU,"['raze', 'jett', 'neon']",252,1.05,224.1,1.06,68.0,150.0,0.8,0.15,0.13,0.15,33.0,12.0,emea,challengers,1.87007655879993
Bgg,R8,"['viper', 'omen', 'brimstone']",492,1.0,183.9,1.0,72.0,123.7,0.65,0.29,0.12,0.1,28.0,17.0,emea,challengers,-0.304506671963499
nugget,GMX.L,"['cypher', 'killjoy', 'brimstone']",224,0.97,192.8,0.92,70.0,128.4,0.67,0.18,0.08,0.05,22.0,13.0,emea,gc,-3.6028003080605018
Winteryrook,R8,"['sage', 'astra', 'viper']",492,0.97,201.8,0.99,72.0,130.6,0.72,0.32,0.11,0.1,32.0,6.0,emea,challengers,0.8121967168517511
rainssa,BACK,"['omen', 'astra', 'viper']",224,0.97,195.9,0.98,69.0,135.7,0.6900000000000001,0.24,0.08,0.13,30.0,21.0,emea,gc,-0.7675211463088101
KHaaLiD,TU,"['breach', 'sage', 'sova']",529,0.96,189.0,0.9500000000000001,69.0,125.7,0.66,0.29,0.07,0.1,33.0,21.0,emea,challengers,-0.504021762081457
Sand,TU,"['cypher', 'viper', 'killjoy']",529,0.93,179.6,0.9400000000000001,66.0,123.5,0.66,0.19,0.06,0.1,33.0,13.0,emea,challengers,-5.07206043479891
moner,R8,"['killjoy', 'cypher', 'chamber']",492,0.92,178.4,0.9400000000000001,71.0,122.9,0.63,0.16,0.09,0.08,25.0,12.0,emea,challengers,-5.097444451502589
vakk,NASR,"['gekko', 'sova', 'cypher']",215,0.9,170.1,0.89,70.0,117.9,0.61,0.26,0.1,0.07,28.0,26.0,emea,challengers,-1.691443382592401
SpYzera,TU,"['skye', 'gekko', 'iso']",529,0.9,178.5,0.86,69.0,117.4,0.61,0.32,0.07,0.09,29.0,4.0,emea,challengers,-6.303419494320365
sibeastw0w,NASR,"['neon', 'jett', 'raze']",215,0.87,191.5,0.84,67.0,126.9,0.64,0.23,0.15,0.21,20.0,27.0,emea,challengers,-5.702291486197543
T4C,Curs,"['breach', 'kayo', 'sage']",224,0.87,164.7,0.8,71.0,104.1,0.5700000000000001,0.49,0.04,0.09,19.0,24.0,emea,gc,-5.443915523126032
xenon,NASR,"['omen', 'brimstone', 'astra']",215,0.86,168.5,0.8200000000000001,68.0,104.7,0.59,0.38,0.07,0.11,38.0,13.0,emea,challengers,-4.674715101394838
dati,FUT.Fe,"['gekko', 'sova', 'breach']",224,0.75,151.2,0.6900000000000001,65.0,107.1,0.5,0.27,0.07,0.07,32.0,13.0,emea,gc,-9.937088067755694
IKANA,GZL,"['sova', 'skye', 'fade']",362,1.16,210.0,1.19,72.0,141.0,0.75,0.36,0.07,0.07,23.0,19.0,ap,challengers,4.643597077225613
murza,Dead,"['cypher', 'jett', 'iso']",362,1.1400000000000001,232.9,1.23,73.0,151.2,0.8200000000000001,0.21,0.14,0.11,22.0,14.0,ap,challengers,5.513424292727044
